,Community,Facility Name,Colour Posting,Last Inspection Date,Site Address,url,category,Risk Rating,Type,Offense,Outcome,Offense Date,Comment,Resolved Date
23,Sarnia (Central),Christos Pizza & Burgers,,2024-04-05,1-415 Exmouth St  Sarnia ON N7T 8A4,location.href = '/Facility/Details/9f6f36c7-2d2b-4936-8b64-46a1081c6182' ,DineSafe Lambton,,,,,,,
24,Grand Bend,Chuck's Roadhouse,,2024-03-07,41 Main Street  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/4eaeb509-a128-4c49-84b4-bdf5c9992517' ,DineSafe Lambton,,,,,,,
0,Sarnia (Central),Chuck's Roadhouse Bar and Grill,,2023-12-12,1399 Exmouth Street  Sarnia ON N7S 3Y1,location.href = '/Facility/Details/53591971-3b3b-448d-8214-3718781839f2' ,DineSafe Lambton,,,,,,,
1,Inwood,Chuckwagon Restaurant,,2023-09-15,3219 Inwood Rd  Inwood ON N0N 1K0,location.href = '/Facility/Details/a518b321-6572-4cde-8a21-ae1d853bf790' ,DineSafe Lambton,,,,,,,
2,Sarnia (Central),Circle K,,2023-11-10,49 Finch Drive  Sarnia ON N7S 5C6,location.href = '/Facility/Details/ca069c52-d4a7-4d1d-b087-b165073288f0' ,DineSafe Lambton,,,,,,,
3,Petrolia,Circle K,,2023-06-29,4111 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/7550c090-2412-405b-be7a-f2c601237e3b' ,DineSafe Lambton,,,,,,,
4,Sarnia (Central),Circle K,,2023-07-07,400 Exmouth Street  Sarnia ON N7T 5N6,location.href = '/Facility/Details/08f4b6f3-fead-4600-96f7-fba67f883db7' ,DineSafe Lambton,,,,,,,
5,Sarnia (Central),Circle K,,2023-07-07,680 Cathcart Boulevard  Sarnia ON N7V 2N5,location.href = '/Facility/Details/51ff9026-d72c-4d5c-b1e0-fd552250a528' ,DineSafe Lambton,,,,,,,
6,Corunna,Circle K,,2024-03-08,412 Lyndoch Street  Corunna ON N0N 1G0,location.href = '/Facility/Details/d8dddb02-ebf0-4366-98e6-5e3f63147192' ,DineSafe Lambton,,,,,,,
7,Grand Bend,Circle K,,2023-08-16,21 Ontario Street North  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/d8bb0311-e70f-4efa-bd32-7a640a36dc91' ,DineSafe Lambton,,,,,,,
8,Watford,Circle K,,2024-02-12,5302 Nauvoo Road  Watford ON N0M 2S0,location.href = '/Facility/Details/5609ea9f-33b4-4588-a6a9-83b461d8830c' ,DineSafe Lambton,,,,,,,
9,Sarnia (South),Circle K,,2024-03-12,121 Indian Street S  Sarnia ON N7T 3W3,location.href = '/Facility/Details/506e5e41-c62b-4348-8c0b-a91cca19d9a7' ,DineSafe Lambton,,,,,,,
10,Sarnia (Central),Circle K,,2024-02-28,299 Confederation Street  Sarnia ON N7T 2A2,location.href = '/Facility/Details/ac7de438-c0cb-425c-95e3-a6a9d0834fc6' ,DineSafe Lambton,,,,,,,
11,Sarnia (Central),Clearwater Arena: Big Daddy's Hot Dogs,,2023-10-12,1400 Wellington St  Sarnia ON N7S 5C3,location.href = '/Facility/Details/6c0e1c26-3740-4595-88e2-e298571a45d2' ,DineSafe Lambton,,,,,,,
12,Alvinston,Clover Farm Food Market,,2024-02-12,3233 River St  Alvinston ON N0N 1A0,location.href = '/Facility/Details/703933fc-7c63-472b-9083-eb5fcf141792' ,DineSafe Lambton,,,,,,,
13,Sarnia (Central),Coffee Culture,,2024-02-15,w2-1249 London Rd  Sarnia ON N7S 1P3,location.href = '/Facility/Details/b483b77f-b324-4c4d-a1a7-ecbe0cfec1d8' ,DineSafe Lambton,,,,,,,
14,Sarnia (Central),Coffee Culture,,2023-10-17,130 Lochiel St  Sarnia ON N7T 4C1,location.href = '/Facility/Details/4094bafd-b436-4d51-83f7-bdbba3355519' ,DineSafe Lambton,,,,,,,
15,Petrolia,Coffee Lodge,,2024-02-22,4119 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/6c8d1d17-ed82-430d-8dac-bad37c65c685' ,DineSafe Lambton,,,,,,,
16,Sarnia (Central),Coffee Lodge,,2024-03-04,49 Finch Dr  Sarnia ON N7S 5C6,location.href = '/Facility/Details/447406d1-4ea5-4e7b-9df5-be3f857d7347' ,DineSafe Lambton,,,,,,,
17,Point Edward,Coffee Lodge,,2023-12-05,2 Bridge Street  Point Edward ON N7V 4J5,location.href = '/Facility/Details/5b5ec97b-ffa5-4a26-8310-a7c49f429b8b' ,DineSafe Lambton,,,,,,,
18,Sarnia (Central),Coffee Lodge,,2024-03-08,1380 London Rd  Sarnia ON N7W 1A9,location.href = '/Facility/Details/5d860ac4-ffe7-4549-bddf-06fb0abd3b98' ,DineSafe Lambton,,,,,,,
19,Sarnia (Central),Colborne Minimart,,2023-07-11,1045 Colborne Road N  Sarnia ON N7V 3K6,location.href = '/Facility/Details/69ccd4e3-be11-43e2-be30-b473abda3ce6' ,DineSafe Lambton,,,,,,,
20,Sarnia (Central),Confederation Variety,,2023-07-06,514 Confederation St  Sarnia ON N7T 2B9,location.href = '/Facility/Details/0d1f2e6c-c279-4c72-a87d-75a3af42f0d2' ,DineSafe Lambton,,,,,,,
21,Forest,Contact House,,2023-09-26,7883 Amtelecom Parkway  Forest ON N0N 1J0,location.href = '/Facility/Details/ba2d965a-7264-4250-afcd-24ca10557106' ,DineSafe Lambton,,,,,,,
22,Sarnia (Central),Cookie Jar,,2023-07-28,346 Mackenzie Street N  Sarnia ON N7T 6L7,location.href = '/Facility/Details/6b2a060e-8f8a-44f3-87e6-0ea66dacfdfa' ,DineSafe Lambton,,,,,,,
23,Forest,Corker's Wine Cellar,,2023-12-13,15 Watt Street  Forest ON N0N 1J0,location.href = '/Facility/Details/79962984-c439-44aa-a382-18892964575f' ,DineSafe Lambton,,,,,,,
24,Corunna,Corunna United Church,,2023-12-12,198 Hill Street  Corunna ON N0N 1G0,location.href = '/Facility/Details/ea3db718-8d6d-4e33-87b9-c171def65a06' ,DineSafe Lambton,,,,,,,
0,Sarnia (Central),Cosmo's Restaurant,,2024-03-15,181 Capel St  Sarnia ON N7T 6T3,location.href = '/Facility/Details/c3f92836-aef5-426a-bddf-088acd457504' ,DineSafe Lambton,,,,,,,
1,Grand Bend,Cottage Cafe,,2023-06-29,71 River Road  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/ea29d7c9-f2ee-49ad-bf15-740853e388d1' ,DineSafe Lambton,,,,,,,
2,Thedford,Country Manor,,2024-02-06,66 Victoria St  Thedford ON N0M 2N0,location.href = '/Facility/Details/143821bf-e50a-440a-9e6e-8a6a431c13d1' ,DineSafe Lambton,,,,,,,
3,Courtright,Courtright Variety,,2023-05-16,1542 St. Clair Pkwy  Courtright ON N0N 1H0,location.href = '/Facility/Details/a7a1b76d-56bf-43cf-8132-9a1c625e2756' ,DineSafe Lambton,,,,,,,
4,Grand Bend,Crabby Joe's,,2024-03-07,20 Main Street  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/e6420549-fa2f-463c-a29e-5e731ddea870' ,DineSafe Lambton,,,,,,,
5,Petrolia,Crabby Joe's Tap & Grill,,2023-11-15,4236 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/1a92df2b-0d11-4352-9c1a-2041a4657c76' ,DineSafe Lambton,,,,,,,
6,Sarnia (Central),Crabby Joe's Tap & Grill,,2023-06-30,1249 London Rd  Sarnia ON N7S 4T2,location.href = '/Facility/Details/072141b2-dde2-4e7d-957e-b511f54f6dea' ,DineSafe Lambton,,,,,,,
7,Sarnia (Central),Cranberry's Catering,,2024-01-17,17-1173 Michener Court  Sarnia ON N7S 5G5,location.href = '/Facility/Details/63fb6e97-fee1-4214-9dbd-d7323674931d' ,DineSafe Lambton,,,,,,,
8,Sarnia (Central),Cravin's,,2024-04-03,460 Exmouth Street  Sarnia ON N7T 5P3,location.href = '/Facility/Details/0476123e-89cb-4e21-8308-2c0f78f49b6f' ,DineSafe Lambton,,,,,,,
9,Sarnia (Central),Creative Creations,,,218 London Road  Sarnia ON N7T 4V5,location.href = '/Facility/Details/c8606f5b-a3eb-46c2-bdb9-c855b0219279' ,DineSafe Lambton,,,,,,,
10,Corunna,Crockogator Cookies,,2023-05-30,452 Dallas Court  Corunna ON N0N 1G0,location.href = '/Facility/Details/6d863b3b-1e36-4357-9ac0-42c932e35c05' ,DineSafe Lambton,,,,,,,
11,Sarnia (Central),Cromwell Bar & Grill,,2023-10-19,137 Cromwell St  Sarnia ON N7T 3X2,location.href = '/Facility/Details/93b75fa2-eaea-43fe-951b-cfd963b8ebb2' ,DineSafe Lambton,,,,,,,
12,Dawn-Euphemia – Rural,Crossroads Cook Shack,,2024-03-21,187 Esterville Road  Dresden ON N0P 1M0,location.href = '/Facility/Details/c7bd59f1-be09-4fed-af64-1e0828849d24' ,DineSafe Lambton,,,,,,,
13,Sarnia (Central),Crossroads Restaurant & Bar,,2024-04-08,751 Christina Street N  Sarnia ON N7V 1X5,location.href = '/Facility/Details/85980c4a-4b57-482a-84d4-8d0796869401' ,DineSafe Lambton,,,,,,,
14,Sombra,Crystal's Ice Cream Shack,,2023-05-09,156 King Steet  Sombra ON N0P 2H0,location.href = '/Facility/Details/76bb3053-3470-4580-bff5-4f3c4f776c8c' ,DineSafe Lambton,,,,,,,
15,Grand Bend,Culture Shock Kombucha,,2023-08-17,C-11-23 Main St  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/d3631345-1941-4b7b-a5ab-615c1739d2ed' ,DineSafe Lambton,,,,,,,
16,Grand Bend,Dairy Dip & Pizza Place,,2023-07-06,76 Main St  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/e07c6e26-0157-47f0-8fca-cb5166b4776e' ,DineSafe Lambton,,,,,,,
17,Grand Bend,Dairy Queen 2,,2023-05-26,59 Main Street West  Grand Bend Ontario N0M 1T0,location.href = '/Facility/Details/e85b2811-1ffe-4f1d-9a47-2c0ed0c4c4d3' ,DineSafe Lambton,,,,,,,
18,Sarnia (Central),Dairy Queen Chill and Grill,,2024-03-28,1400 Exmouth St  Sarnia ON N7S 3X9,location.href = '/Facility/Details/a7d86354-95da-4b9a-b1b9-2bb6526f2e3e' ,DineSafe Lambton,,,,,,,
19,Grand Bend,Dairy Queen/Julius,,2023-08-17,77 Main St W  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/458548b7-44fd-4d7e-a8c3-c6babac2a1d0' ,DineSafe Lambton,,,,,,,
20,Sarnia (Central),Daisy Fox Bakery,,2023-08-17,1A-1273 London Rd  Sarnia ON N7S 1P3,location.href = '/Facility/Details/d02b5bf2-e2ac-4387-8a89-854033f958aa' ,DineSafe Lambton,,,,,,,
21,Watford,Dan Good Pizza,,2024-04-03,5284 Nauvoo Rd  Watford ON N0M 2S0,location.href = '/Facility/Details/72a4c3c2-5395-4084-8f7a-700bcfc7c913' ,DineSafe Lambton,,,,,,,
22,Forest,Dan Good Pizza,,2024-04-09,2 Broadway St  Forest ON N0N 1J0,location.href = '/Facility/Details/62d72ee4-e053-48b7-83f9-2b363c90d716' ,DineSafe Lambton,,,,,,,
23,Sarnia (Central),Dante Club,,2023-12-13,1330 London Rd  Sarnia ON N7S 1P7,location.href = '/Facility/Details/126c21dd-4961-4b5a-9069-ec991b0efd96' ,DineSafe Lambton,,,,,,,
24,Sarnia (South),Dattolo's Baked Goods Inc.,,2023-10-23,#8-1030 Confederation St  Sarnia ON N7S 6H1,location.href = '/Facility/Details/a43f7711-8659-4e1b-affc-193e0352a0c1' ,DineSafe Lambton,,,,,,,
0,Sarnia (Central),Davey Jones IFT,,2023-12-19,1030 Confederation St  Sarnia ON N7T 6M1,location.href = '/Facility/Details/818a3f36-12a4-4e22-bfc5-68e61f86d456' ,DineSafe Lambton,,,,,,,
1,Sarnia (Central),Davis by Refined Fool,,2024-02-08,137 Davis Street  Sarnia ON N7T 1A3,location.href = '/Facility/Details/a8a60fdd-270f-48cf-b865-093519fedf84' ,DineSafe Lambton,,,,,,,
2,Point Edward,Davy Jones,,2024-01-26,519 Helena Street  Point Edward ON N7V 1S1,location.href = '/Facility/Details/dc90c1cd-4763-4631-8276-bc2e12cdb558' ,DineSafe Lambton,,,,,,,
3,Florence,Dawn-Euphemia Community Centre,,2023-11-07,6213 Mill St  Florence ON N0P 1C0,location.href = '/Facility/Details/845fa7a5-207d-435f-bdef-f190b02c1325' ,DineSafe Lambton,,,,,,,
4,Grand Bend,Denny's Drive In,,2022-07-26,86 Ontario St  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/6f79068b-2e25-4b10-b544-2ca6c0f7a87e' ,DineSafe Lambton,,,,,,,
5,Sarnia (North) / Bright's Grove,Desena's Variety,,2023-06-26,2684 Lakeshore Rd  Bright's Grove ON N0N 1C0,location.href = '/Facility/Details/8ab0d4fa-f363-4ba5-9c53-6cc85314c373' ,DineSafe Lambton,,,,,,,
6,Sarnia (Central),Dino's Pizza,,2023-06-29,FC 7-1380 London Rd  Sarnia ON N7S 4P6,location.href = '/Facility/Details/c4eec3ac-ed36-45a0-9a8b-620112abed0c' ,DineSafe Lambton,,,,,,,
7,Sarnia (Central),Dixy's Place,,2023-10-18,108 Christina Street S  Sarnia ON N7T 2M6,location.href = '/Facility/Details/19ce4857-3d4d-42ee-92a9-30428e1404ef' ,DineSafe Lambton,,,,,,,
8,Sarnia (South),Djay's Inferno Sauce,,2024-01-30,564 River Drive  Sarnia ON N0N 1G0,location.href = '/Facility/Details/c5c8506c-094d-4981-9812-379d72807b17' ,DineSafe Lambton,,,,,,,
9,Sarnia (Central),Dog Eat Dog,,2023-11-15,161 Mitton Street South  Sarnia ON N7T 3C8,location.href = '/Facility/Details/07b4d11f-3481-46e9-bae1-d444738575e7' ,DineSafe Lambton,,,,,,,
10,Forest,Dollar Haven and Discount,,2024-01-25,16 King St W  Forest ON N0N 1J0,location.href = '/Facility/Details/51dc2b69-1b9f-4017-9f69-c4f17251e5e4' ,DineSafe Lambton,,,,,,,
11,Sarnia (Central),Dollar Tree,,2024-02-07,1379 London Road  Sarnia ON N7S 1P6,location.href = '/Facility/Details/54eba75c-ac52-466a-8652-b66619e7f846' ,DineSafe Lambton,,,,,,,
12,Grand Bend,Dollar Tree,,2023-08-16,A-49 Main Street E  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/7459638a-98b6-407d-8a3b-6df425f02cd4' ,DineSafe Lambton,,,,,,,
13,Corunna,Dollarama,,2023-06-22,419 Lyndoch Street  Corunna ON N0N 1G0,location.href = '/Facility/Details/934a5a41-10ff-44b9-bafa-64688ab694b1' ,DineSafe Lambton,,,,,,,
14,Sarnia (Central),Dolly's Jerk Joint,,2023-07-17,A-539 Christina St N  Sarnia ON N7T 5W5,location.href = '/Facility/Details/1b0c82d5-855f-4d28-b934-a866bbe5bcde' ,DineSafe Lambton,,,,,,,
15,Sarnia (Central),Domino's Pizza,,2023-07-12,889 Exmouth Street  Sarnia ON N7T 8B4,location.href = '/Facility/Details/3a474b04-2e43-4304-8b6a-286ee4b8dd4f' ,DineSafe Lambton,,,,,,,
16,Petrolia,Domino's Pizza,,2024-02-20,4345 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/4876c66f-0031-490a-9baf-e7cddc20b8f9' ,DineSafe Lambton,,,,,,,
17,Corunna,Down River Eats,,2023-06-26,473 Beresford St  Corunna ON N0N 1G0,location.href = '/Facility/Details/98cd1891-8d58-48dd-9ff0-c3d1411c4996' ,DineSafe Lambton,,,,,,,
18,Sarnia (Central),Downtown Market,,2023-09-07,140 Christina St. North  Sarnia ON N7T 5T9,location.href = '/Facility/Details/fd0a6650-fc00-4ff2-a00d-7a82cb87a699' ,DineSafe Lambton,,,,,,,
19,Sarnia (Central),Dragon Palace,,2023-11-17,1273 London Rd  Sarnia ON N7S 1P3,location.href = '/Facility/Details/4f9390ef-4496-4055-8fdd-5947fd6e6d29' ,DineSafe Lambton,,,,,,,
20,Sarnia (Central),Dudebro Potato Co.,,2023-04-17,115 Watson Street  Sarnia ON N7T 6T8,location.href = '/Facility/Details/3508655c-c92d-4698-9f8f-49e2ac767e88' ,DineSafe Lambton,,,,,,,
21,Forest,E.U.T.S,,2023-12-12,"6276 Townsend Line,  Forest Ontario N0N 1J0",location.href = '/Facility/Details/698b24e4-6ca7-4315-8441-54a29def6e7d' ,DineSafe Lambton,,,,,,,
22,Watford,East Lambton Community Centre Kitchen,,2023-11-09,61 Centennial Ave  Watford ON N0M 2S0,location.href = '/Facility/Details/2536f7e6-7d04-4a5b-979c-d6df91ba26ed' ,DineSafe Lambton,,,,,,,
23,Sarnia (Central),Eastside Mario's,,2023-12-14,1337 London Rd  Sarnia ON N7S 1P6,location.href = '/Facility/Details/1ef3df50-fc01-444b-99e7-9afc66dddda8' ,DineSafe Lambton,,,,,,,
24,Sarnia (Central),Ebenezer Limited,,2024-02-22,701 London Rd.  Sarnia ON N7T 4X7,location.href = '/Facility/Details/6870d9b8-f2cf-4c0d-8e3b-0f716e4d9c43' ,DineSafe Lambton,,,,,,,
0,Sarnia (Central),Enzo's Pizza,,2024-04-08,635 Cathcart Boulevard  Sarnia ON N7V 2W1,location.href = '/Facility/Details/cafa499b-c5b9-4c64-bd00-62fa076a7d06' ,DineSafe Lambton,,,,,,,
1,Petrolia,Eric Curragh,,2023-12-06,4292 Garden Crescent  Petrolia ON N0N 1R0,location.href = '/Facility/Details/5bd4f136-fad0-41c3-a844-781cea571439' ,DineSafe Lambton,,,,,,,
2,Corunna,Esso,,2023-08-04,336 Lyndoch Street  Corunna ON N0N 1G0,location.href = '/Facility/Details/4958c1ad-8527-4fce-acd6-5991cd69017d' ,DineSafe Lambton,,,,,,,
3,Sarnia (Central),Esso,,2023-06-27,189 Capel St  Sarnia ON N7T 6T3,location.href = '/Facility/Details/9b4a52e6-38c6-43d4-879f-51d482ae74dc' ,DineSafe Lambton,,,,,,,
4,Sarnia (Central),Esso,,2023-07-11,2097 London Line  Sarnia ON N7T 7H2,location.href = '/Facility/Details/1b4758fd-8330-486b-8e78-d06ccc5b892d' ,DineSafe Lambton,,,,,,,
5,Sarnia (Central),Esso - On the Run,,2023-06-27,1114 London Road  Sarnia ON N7S 1P4,location.href = '/Facility/Details/050447dd-baca-44f1-88a8-4ca38c220729' ,DineSafe Lambton,,,,,,,
6,Forest,Esso Becker's,,2023-07-14,73 Main St S  Forest ON N0N 1J0,location.href = '/Facility/Details/ef7f61ef-f745-423d-adf5-a5407c4cd6c5' ,DineSafe Lambton,,,,,,,
7,Petrolia,Esso Heritage Variety,,2023-10-20,4495 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/f97b18a8-5a68-423e-a338-1d2487c2b064' ,DineSafe Lambton,,,,,,,
8,Sarnia (Central),Fairwinds Lodge,,2024-02-07,1218 Michigan Avenue  Sarnia ON N7S 3Y2,location.href = '/Facility/Details/08937ad4-2530-48f8-92ed-ae5c3f596aeb' ,DineSafe Lambton,,,,,,,
9,Dawn-Euphemia – Rural,Farm Girl Kitchen,,2024-02-08,1113 Dawn Valley Road  Tupperville ON N0P2M0,location.href = '/Facility/Details/b2bd50d6-cbd4-44f7-919e-b9151fe12f78' ,DineSafe Lambton,,,,,,,
10,Petrolia,Farm to Feast,,2023-09-05,3452 Rokeby Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/8831c88a-355f-4c55-b749-8772383cc28e' ,DineSafe Lambton,,,,,,,
11,Corunna,Farmer's Daughter,,2023-11-20,188 Paddock Green Circle  Corunna ON N0N 1G0,location.href = '/Facility/Details/d0c3d976-1a6a-4ed6-b3b4-11887e29b755' ,DineSafe Lambton,,,,,,,
12,Sarnia (Central),Fat Bastard's Burritos,,2024-03-14,10-1379 London Rd  Sarnia ON N7S 1P6,location.href = '/Facility/Details/caa28ed7-ce4b-4e70-b881-3c2cb4092614' ,DineSafe Lambton,,,,,,,
13,Plympton-Wyoming – Rural,Ferguson Estates Ltd.,,2023-09-26,4195 Aberarder Line  Camlachie ON N0N 1E0,location.href = '/Facility/Details/eeea35db-fc50-48d3-b8ef-54648af57ad2' ,DineSafe Lambton,,,,,,,
14,Sarnia (Central),Firehouse Subs,,2023-12-05,1349 London Rd  Sarnia ON N7S 1P6,location.href = '/Facility/Details/265374a3-3e18-4c91-a051-4689146a82eb' ,DineSafe Lambton,,,,,,,
15,Sarnia (Central),Firenze's Pizza,,2023-12-06,850 Colborne Road  Sarnia ON N7T 6V8,location.href = '/Facility/Details/afc02682-bf44-4206-a704-fbd86c1c0b84' ,DineSafe Lambton,,,,,,,
16,Grand Bend,Fix48,,2023-07-05,48 Main Street West  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/bcd1e6d2-82b5-476c-bbce-3cac68d015f8' ,DineSafe Lambton,,,,,,,
17,Sarnia (North) / Bright's Grove,Flakery Bakery,,2024-01-26,516 Louisa St  Point Edward ON N7V 1W8,location.href = '/Facility/Details/9415d1b1-b4d4-4452-8799-d1d1797b6080' ,DineSafe Lambton,,,,,,,
18,Sarnia (Central),Food Basics,,2023-09-07,191 Indian Rd S  Sarnia ON N7T 3W3,location.href = '/Facility/Details/fb299719-9c16-4ed2-9010-825c112efcff' ,DineSafe Lambton,,,,,,,
19,Corunna,Foodland,,2023-10-05,420 Lyndoch Street  Corunna ON N0N 1G0,location.href = '/Facility/Details/665ac965-75cc-4f7e-b44d-aa64e4aefb17' ,DineSafe Lambton,,,,,,,
20,Forest,Forest Agriculture Hall,,2023-08-11,45 Jefferson St  Forest ON N0M 1J0,location.href = '/Facility/Details/838f81d8-94a3-47a1-9095-33c79f10afd1' ,DineSafe Lambton,,,,,,,
21,Forest,Forest Cliff Camp,,2023-06-12,8324 Glendale Dr  Lambton Shores ON N0N 1J7,location.href = '/Facility/Details/586d8c65-748c-4de4-ae9e-f7e594aafbc6' ,DineSafe Lambton,,,,,,,
22,Forest,Forest Convenience,,2024-02-22,2-91 King Street E  Forest ON N0N 1J0,location.href = '/Facility/Details/49fdd82a-7ddf-4dfe-87b3-7a9ad5dd7208' ,DineSafe Lambton,,,,,,,
23,Forest,Forest Curling & Social Club,,2023-12-12,6276 Townsend Line  Forest ON N0N 1J0,location.href = '/Facility/Details/0e34f05e-8ab9-4dbf-a40d-ffaf5841e71a' ,DineSafe Lambton,,,,,,,
24,Forest,Forest Foodland,,2024-04-09,88 King St E  Forest ON N0N 1J0,location.href = '/Facility/Details/7d7e6f00-e97f-4880-ab30-999a39f6658f' ,DineSafe Lambton,,,,,,,
0,Forest,Forest Fritter Friends,,2024-01-25,28 King Street West  Forest ON N0N 1J0,location.href = '/Facility/Details/c4727d25-f5a4-4efd-8e35-f24c44dc48b6' ,DineSafe Lambton,,,,,,,
1,Forest,Forest Golf Club and Inn,,2024-02-27,102 Main Street S  Forest ON N0N 1J0,location.href = '/Facility/Details/4fab986f-a4a7-445b-9411-6c3ce70fbe54' ,DineSafe Lambton,,,,,,,
2,Forest,Forest Pharmacy,,2023-07-14,19 King St W  Forest ON N0N 1J0,location.href = '/Facility/Details/08b37d74-d306-4041-924c-e1dadf23ba2d' ,DineSafe Lambton,,,,,,,
3,Grand Bend,Fresh and Loaded,,2023-08-09,63 Main St W  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/55f1dbff-e66a-4d27-aa58-295c00874801' ,DineSafe Lambton,,,,,,,
4,Sarnia (Central),Freshii,,2023-10-20,89 Norman St  Sarnia ON N7T 6S3,location.href = '/Facility/Details/c90b49fd-9877-4dd0-a855-40586edab4b7' ,DineSafe Lambton,,,,,,,
5,Sarnia (Central),Freshii,,2023-11-20,549 Murphy Road  Sarnia ON N7S 5B6,location.href = '/Facility/Details/15656316-e2ed-4fba-899d-4cb0069c24f9' ,DineSafe Lambton,,,,,,,
6,Arkona,Fried Guy,,2023-08-30,7333 Arkona Road  Arkona ON N0M 1B0,location.href = '/Facility/Details/08d38022-dfc6-490c-99a1-947a277b0de2' ,DineSafe Lambton,,,,,,,
7,Sarnia (Central),Fries N' More,,2024-03-27,952 Princess Ave  Sarnia ON N7S 1Y9,location.href = '/Facility/Details/256e1ba3-ae3a-4847-96e8-0a2b44ebf469' ,DineSafe Lambton,,,,,,,
8,Sarnia (Central),Galaxy Cinemas Sarnia,,2023-11-17,1380 London Rd  Sarnia ON N7S 1P7,location.href = '/Facility/Details/842f1001-50c9-48f8-b634-1417ae04309c' ,DineSafe Lambton,,,,,,,
9,Sarnia (North) / Bright's Grove,Garderie Beaux-Sourires (Kitchen),,,901 The Rapids Parkway  Sarnia ON N7S 6K2,location.href = '/Facility/Details/54818527-597d-4cbd-99a9-cdecc2e7528a' ,DineSafe Lambton,,,,,,,
10,Sarnia (Central),Gateway Casinos Sarnia,,2023-08-10,1730 London Line  Sarnia ON N7W 1A1,location.href = '/Facility/Details/6959a8b7-b8f0-4605-9f61-bb2f50e45430' ,DineSafe Lambton,,,,,,,
11,Point Edward,Gemini Bouquets & Cafe,,2023-11-23,112 Michigan Ave  Point Edward ON N7V 1E6,location.href = '/Facility/Details/addda1b7-a716-4e1a-a559-1b72ec15880d' ,DineSafe Lambton,,,,,,,
12,Petrolia,Generations Day Care (Kitchen),,2024-03-21,3960 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/0c5863de-da66-49b0-82cd-3c213be3b937' ,DineSafe Lambton,,,,,,,
13,Sarnia (Central),Giant Tiger,,2024-03-21,1249 London Road  Sarnia ON N7S 4T3,location.href = '/Facility/Details/9969d740-d3ba-4f69-8a48-2cbf4781d9dd' ,DineSafe Lambton,,,,,,,
14,Sarnia (Central),Giant Tiger Store,,2023-07-06,560 Exmouth St  Sarnia ON N7T 5P5,location.href = '/Facility/Details/9c8f5dc9-873b-4823-a5b7-0c738647a189' ,DineSafe Lambton,,,,,,,
15,Sarnia (Central),Giresis Pizza,,2023-10-18,146 East St N  Sarnia ON N7T 6X2,location.href = '/Facility/Details/06f71f61-87df-43fe-95c0-d137dad87eb9' ,DineSafe Lambton,,,,,,,
16,Port Lambton,Giuliano's Restaurant & Cafe,,2024-04-10,4352 St. Clair Parkway  Port Lambton N0P 2B0,location.href = '/Facility/Details/3074d182-513f-49bb-9e80-fff70377911e' ,DineSafe Lambton,,,,,,,
17,Sarnia (North) / Bright's Grove,Global Donuts,,2024-04-10,1603 London Line  Sarnia ON N7T 7H2,location.href = '/Facility/Details/726aeed6-3581-4a63-ba47-b16996d2ee17' ,DineSafe Lambton,,,,,,,
